project_location_id,place_name,latitude,longitude,project_title,start_actual_isodate,end_actual_isodate,recipients,ad_sector_names,commitments,disbursements
P096305_2314704,Kikwit,-5.03333,18.81667,DRC Emergency Multi Sectoral Rehab & Recovery ERL Supplemental (FY06),12/8/05,,"Congo, Democratic Republic of","Water supply and sanitation|Education, level unspecified|Health|Transport and storage|Energy generation and supply",17712282.9,
P122251_2315416,Inongo,-1.95,18.26667,DRC Malaria Control Additional Financing to Health Sector Rehab Support,12/20/10,,"Congo, Democratic Republic of","Health, general|Health",918038.2778,
P122251_2314194,Kiri,-1.45,19,DRC Malaria Control Additional Financing to Health Sector Rehab Support,12/20/10,,"Congo, Democratic Republic of","Health, general|Health",918038.2778,
P122251_2312247,Mushie,-3.01667,16.9,DRC Malaria Control Additional Financing to Health Sector Rehab Support,12/20/10,,"Congo, Democratic Republic of","Health, general|Health",918038.2778,
P122251_2311806,Oshwe,-3.4,19.5,DRC Malaria Control Additional Financing to Health Sector Rehab Support,12/20/10,,"Congo, Democratic Republic of","Health, general|Health",918038.2778,
P057296_2313127,Malodi-Mukedi,-5.64429,19.77342,Emergency Multisector Rehabilitation and Reconstruction Project,8/6/02,5/15/10,"Congo, Democratic Republic of",Water supply and sanitation|Other social infrastructure and services|Health|Energy generation and supply|Transport and storage,6891476.955,10128615.91
P057296_2313026,Masamuna,-4.8018,17.61494,Emergency Multisector Rehabilitation and Reconstruction Project,8/6/02,5/15/10,"Congo, Democratic Republic of",Water supply and sanitation|Other social infrastructure and services|Health|Energy generation and supply|Transport and storage,6891476.955,10128615.91
P057296_2313011,Masi-Manimba,-4.77549,17.89095,Emergency Multisector Rehabilitation and Reconstruction Project,8/6/02,5/15/10,"Congo, Democratic Republic of",Water supply and sanitation|Other social infrastructure and services|Health|Energy generation and supply|Transport and storage,6891476.955,10128615.91
P088751_2312766,Mimia,-2.49828,19.99368,DRC Health Sector Rehabilitation Support Project,9/1/05,12/31/14,"Congo, Democratic Republic of","Health|Government and civil society, general",2000446.069,2850049.559
P122251_2312766,Mimia,-2.49828,19.99368,DRC Malaria Control Additional Financing to Health Sector Rehab Support,12/20/10,,"Congo, Democratic Republic of","Health, general|Health",918038.2778,
P057296_2312750,Misele,-4.77543,17.49624,Emergency Multisector Rehabilitation and Reconstruction Project,8/6/02,5/15/10,"Congo, Democratic Republic of",Water supply and sanitation|Other social infrastructure and services|Health|Energy generation and supply|Transport and storage,6891476.955,10128615.91
P088619_2312732,Moanda,-5.52764,19.84604,Emergency Living Conditions Improvement Support Project,5/26/05,6/30/12,"Congo, Democratic Republic of","Water supply and sanitation|Education, level unspecified|Energy generation and supply|Transport and storage|Government and civil society, general",2065645.793,1971935.808
P057296_2312515,Mosango,-4.88344,18.11427,Emergency Multisector Rehabilitation and Reconstruction Project,8/6/02,5/15/10,"Congo, Democratic Republic of",Water supply and sanitation|Other social infrastructure and services|Health|Energy generation and supply|Transport and storage,6891476.955,10128615.91
P088751_2312248,Mushie,-3.81077,18.58766,DRC Health Sector Rehabilitation Support Project,9/1/05,12/31/14,"Congo, Democratic Republic of","Health|Government and civil society, general",2000446.069,2850049.559
P088751_2311968,Nioki,-2.72037,17.69001,DRC Health Sector Rehabilitation Support Project,9/1/05,12/31/14,"Congo, Democratic Republic of","Health|Government and civil society, general",2000446.069,2850049.559
P122251_2311968,Nioki,-2.72037,17.69001,DRC Malaria Control Additional Financing to Health Sector Rehab Support,12/20/10,,"Congo, Democratic Republic of","Health, general|Health",918038.2778,
P122251_2311869,Ntandembele,-2.18268,17.16845,DRC Malaria Control Additional Financing to Health Sector Rehab Support,12/20/10,,"Congo, Democratic Republic of","Health, general|Health",918038.2778,
P088751_2311807,Oshwe,-3.41987,19.43263,DRC Health Sector Rehabilitation Support Project,9/1/05,12/31/14,"Congo, Democratic Republic of","Health|Government and civil society, general",2000446.069,2850049.559
P100620_2311807,Oshwe,-3.41987,19.43263,Forest and Nature Conservation Project,4/2/09,6/30/15,"Congo, Democratic Republic of","Forestry|Agriculture, forestry, fishing|Agriculture",2284060.096,1023978.145
P088751_2311733,Pendjua,-1.09998,19.10967,DRC Health Sector Rehabilitation Support Project,9/1/05,12/31/14,"Congo, Democratic Republic of","Health|Government and civil society, general",2000446.069,2850049.559
P122251_2311733,Pendjua,-1.09998,19.10967,DRC Malaria Control Additional Financing to Health Sector Rehab Support,12/20/10,,"Congo, Democratic Republic of","Health, general|Health",918038.2778,
P088751_2310820,Yumbi,-1.90164,16.54886,DRC Health Sector Rehabilitation Support Project,9/1/05,12/31/14,"Congo, Democratic Republic of","Health|Government and civil society, general",2000446.069,2850049.559
P083813_387573,Bitshombo,-3.55389,28.84806,DRC National Parks Rehabilitation Project,12/12/13,12/31/18,"Congo, Democratic Republic of","Agriculture, forestry, fishing",221338.6802,
P088751_2316962,Boende,-0.73333,19.2,DRC Health Sector Rehabilitation Support Project,9/1/05,12/31/14,"Congo, Democratic Republic of","Health|Government and civil society, general",2000446.069,2850049.559
P100620_2316962,Boende,-0.73333,19.2,Forest and Nature Conservation Project,4/2/09,6/30/15,"Congo, Democratic Republic of","Forestry|Agriculture, forestry, fishing|Agriculture",2284060.096,1023978.145
P088751_2316770,Bolenge,0,18.21667,DRC Health Sector Rehabilitation Support Project,9/1/05,12/31/14,"Congo, Democratic Republic of","Health|Government and civil society, general",2000446.069,2850049.559
P122251_2316770,Bolenge,0,18.21667,DRC Malaria Control Additional Financing to Health Sector Rehab Support,12/20/10,,"Congo, Democratic Republic of","Health, general|Health",918038.2778,
P088751_2316476,Bosobe,-1.18333,18.21667,DRC Health Sector Rehabilitation Support Project,9/1/05,12/31/14,"Congo, Democratic Republic of","Health|Government and civil society, general",2000446.069,2850049.559
P122251_2316476,Bosobe,-1.18333,18.21667,DRC Malaria Control Additional Financing to Health Sector Rehab Support,12/20/10,,"Congo, Democratic Republic of","Health, general|Health",918038.2778,
P088751_218048,Bosondjo,1.86667,21.76667,DRC Health Sector Rehabilitation Support Project,9/1/05,12/31/14,"Congo, Democratic Republic of","Health|Government and civil society, general",2000446.069,2850049.559
P122251_218048,Bosondjo,1.86667,21.76667,DRC Malaria Control Additional Financing to Health Sector Rehab Support,12/20/10,,"Congo, Democratic Republic of","Health, general|Health",918038.2778,
P126421_923240,Bungu Bungu,-11.23333,27.03333,Second Additional Financing for Southern African Power Market Project (APL1),6/28/12,,Africa,Energy generation and supply,13189433.93,
P088751_217135,Djolu,0.61667,22.35,DRC Health Sector Rehabilitation Support Project,9/1/05,12/31/14,"Congo, Democratic Republic of","Health|Government and civil society, general",2000446.069,2850049.559
P100620_217135,Djolu,0.61667,22.35,Forest and Nature Conservation Project,4/2/09,6/30/15,"Congo, Democratic Republic of","Forestry|Agriculture, forestry, fishing|Agriculture",2284060.096,1023978.145
P120709_220159,Avakubi,1.30724,27.58391,CONGO DRC - Pro-Routes Project (Additional Financing),6/28/11,,"Congo, Democratic Republic of",Other social infrastructure and services|Transport and storage,3516666.667,
P101745_219654,Banalia,1.54408,25.32784,DEMOCRATIC REPUBLIC OF CONGO - High Priority Reopening and Maintenance Project,3/18/08,6/30/16,"Congo, Democratic Republic of","Government and civil society, general|Transport and storage",2899960.569,919358.0455
P120709_219654,Banalia,1.54408,25.32784,CONGO DRC - Pro-Routes Project (Additional Financing),6/28/11,,"Congo, Democratic Republic of",Other social infrastructure and services|Transport and storage,3516666.667,
P101745_218253,Bondo,3.81461,23.68665,DEMOCRATIC REPUBLIC OF CONGO - High Priority Reopening and Maintenance Project,3/18/08,6/30/16,"Congo, Democratic Republic of","Government and civil society, general|Transport and storage",2899960.569,919358.0455
P101745_217711,Bunduki,2.49346,23.30439,DEMOCRATIC REPUBLIC OF CONGO - High Priority Reopening and Maintenance Project,3/18/08,6/30/16,"Congo, Democratic Republic of","Government and civil society, general|Transport and storage",2899960.569,919358.0455
P092537_217570,Buta,2.78582,24.72998,DRC Multi-modal Transport,6/29/10,6/30/18,"Congo, Democratic Republic of",Trade policy and regulations|Transport and storage,4569052.35,1162371.514
P081850_217570,Buta,2.78582,24.72998,DRC Emergency Economic and Social Reunification Support Project,9/11/03,3/31/11,"Congo, Democratic Republic of","Education, level unspecified|Transport and storage|Government and civil society, general|Other social infrastructure and services",8886257.966,9521768.254
P101745_217570,Buta,2.78582,24.72998,DEMOCRATIC REPUBLIC OF CONGO - High Priority Reopening and Maintenance Project,3/18/08,6/30/16,"Congo, Democratic Republic of","Government and civil society, general|Transport and storage",2899960.569,919358.0455
P100620_217100,Djugu,1.91932,30.50257,Forest and Nature Conservation Project,4/2/09,6/30/15,"Congo, Democratic Republic of","Forestry|Agriculture, forestry, fishing|Agriculture",2284060.096,1023978.145
P101745_216997,Dulia,2.96424,24.14063,DEMOCRATIC REPUBLIC OF CONGO - High Priority Reopening and Maintenance Project,3/18/08,6/30/16,"Congo, Democratic Republic of","Government and civil society, general|Transport and storage",2899960.569,919358.0455
P092537_212730,Kisangani,0.51528,25.19099,DRC Multi-modal Transport,6/29/10,6/30/18,"Congo, Democratic Republic of",Trade policy and regulations|Transport and storage,4569052.35,1162371.514
P081850_212730,Kisangani,0.51528,25.19099,DRC Emergency Economic and Social Reunification Support Project,9/11/03,3/31/11,"Congo, Democratic Republic of","Education, level unspecified|Transport and storage|Government and civil society, general|Other social infrastructure and services",8886257.966,9521768.254
P088619_212730,Kisangani,0.51528,25.19099,Emergency Living Conditions Improvement Support Project,5/26/05,6/30/12,"Congo, Democratic Republic of","Water supply and sanitation|Education, level unspecified|Energy generation and supply|Transport and storage|Government and civil society, general",2065645.793,1971935.808
P101745_212730,Kisangani,0.51528,25.19099,DEMOCRATIC REPUBLIC OF CONGO - High Priority Reopening and Maintenance Project,3/18/08,6/30/16,"Congo, Democratic Republic of","Government and civil society, general|Transport and storage",2899960.569,919358.0455
P120709_212730,Kisangani,0.51528,25.19099,CONGO DRC - Pro-Routes Project (Additional Financing),6/28/11,,"Congo, Democratic Republic of",Other social infrastructure and services|Transport and storage,3516666.667,
P090872_212730,Kisangani,0.51528,25.19099,Additional Financing for Private Sector Development and Competitiveness Project,4/22/08,,"Congo, Democratic Republic of","Banking and financial services|Transport and storage|Government and civil society, general",7829893.538,
P092724_212730,Kisangani,0.51528,25.19099,DRC - Agriculture Rehabilitation and Recovery Support,3/30/10,12/15/15,"Congo, Democratic Republic of","Agriculture, forestry, fishing|Agriculture|Transport and storage",30639527.52,4859573.946
P117382_212730,Kisangani,0.51528,25.19099,DRC Establishing Capacity for Core Public Management,6/28/11,9/15/16,"Congo, Democratic Republic of","Government and civil society, general",2300000,165959.3723
P083813_211318,Lopori,0.7083,22.90966,DRC National Parks Rehabilitation Project,12/12/13,12/31/18,"Congo, Democratic Republic of","Agriculture, forestry, fishing",221338.6802,
P092537_204529,Ubundu,-0.35701,25.43189,DRC Multi-modal Transport,6/29/10,6/30/18,"Congo, Democratic Republic of",Trade policy and regulations|Transport and storage,4569052.35,1162371.514
P120709_7910031,Uma Bridge,0.54255,25.89663,CONGO DRC - Pro-Routes Project (Additional Financing),6/28/11,,"Congo, Democratic Republic of",Other social infrastructure and services|Transport and storage,3516666.667,
P117382_7910023,University of Kisangani,0.51399,25.17629,DRC Establishing Capacity for Core Public Management,6/28/11,9/15/16,"Congo, Democratic Republic of","Government and civil society, general",2300000,165959.3723
P083813_204318,Wamba,2.14838,27.99466,DRC National Parks Rehabilitation Project,12/12/13,12/31/18,"Congo, Democratic Republic of","Agriculture, forestry, fishing",221338.6802,
P100620_204283,Watsa,3.03716,29.53551,Forest and Nature Conservation Project,4/2/09,6/30/15,"Congo, Democratic Republic of","Forestry|Agriculture, forestry, fishing|Agriculture",2284060.096,1023978.145
P100620_204087,Yahuma,1.14753,23.10962,Forest and Nature Conservation Project,4/2/09,6/30/15,"Congo, Democratic Republic of","Forestry|Agriculture, forestry, fishing|Agriculture",2284060.096,1023978.145
P088751_2315589,Iboko-Bolombi,-1.11667,18.56667,DRC Health Sector Rehabilitation Support Project,9/1/05,12/31/14,"Congo, Democratic Republic of","Health|Government and civil society, general",2000446.069,2850049.559
P122251_2315589,Iboko-Bolombi,-1.11667,18.56667,DRC Malaria Control Additional Financing to Health Sector Rehab Support,12/20/10,,"Congo, Democratic Republic of","Health, general|Health",918038.2778,
P083813_215711,Ituri,1.85,29.96667,DRC National Parks Rehabilitation Project,12/12/13,12/31/18,"Congo, Democratic Republic of","Agriculture, forestry, fishing",221338.6802,
P081850_214917,Kalina-Kibombo,-5.38333,28.05,DRC Emergency Economic and Social Reunification Support Project,9/11/03,3/31/11,"Congo, Democratic Republic of","Education, level unspecified|Transport and storage|Government and civil society, general|Other social infrastructure and services",8886257.966,9521768.254
P057296_213836,Katanga,-6.33253,20.58211,Emergency Multisector Rehabilitation and Reconstruction Project,8/6/02,5/15/10,"Congo, Democratic Republic of",Water supply and sanitation|Other social infrastructure and services|Health|Energy generation and supply|Transport and storage,6891476.955,10128615.91
P075660_220265,Ankoro,-6.75023,26.944,Emergency Early Recovery Project,7/31/01,1/31/05,"Congo, Democratic Republic of","Other social infrastructure and services|Health|Transport and storage|Government and civil society, general",3470678.985,3816965.154
